artist_id,artist,artwork_id,categories,styles,medium,orientation
3969,Marcos Zrihen,1001917,"fantasy,nature",minimalism,painting,portait
3969,Marcos Zrihen,1001897,"fantasy,nature,nude","figurative,minimalism",painting,portait
3969,Marcos Zrihen,1207619,"fantasy,landscape,nature","figurative,minimalism,realism",painting,landscape
3969,Marcos Zrihen,1207651,"fantasy,marine,nature",expressionism,painting,landscape
3969,Marcos Zrihen,1222675,"fantasy,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1222811,"fantasy,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1222841,"fantasy,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1239611,"fantasy,nature",minimalism,painting,portait
3969,Marcos Zrihen,110727,"conceptual,nature",minimalism,painting,landscape
3969,Marcos Zrihen,111537,"conceptual,marine",minimalism,painting,landscape
3969,Marcos Zrihen,111545,"conceptual,nature",minimalism,painting,portait
3969,Marcos Zrihen,111551,"conceptual,marine",minimalism,painting,portait
3969,Marcos Zrihen,111557,landscape,impressionism,painting,portait
3969,Marcos Zrihen,111559,"conceptual,nature",minimalism,painting,portait
3969,Marcos Zrihen,558641,"fantasy,landscape,nature",minimalism,painting,landscape
3969,Marcos Zrihen,558625,"landscape,nature",aboriginal_art,painting,portait
3969,Marcos Zrihen,549795,"fantasy,nature",minimalism,painting,portait
3969,Marcos Zrihen,549741,fantasy,minimalism,painting,landscape
3969,Marcos Zrihen,549735,fantasy,minimalism,painting,landscape
3969,Marcos Zrihen,546885,"landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,533541,portrait,figurative,painting,landscape
3969,Marcos Zrihen,533509,landscape,"aboriginal_art,minimalism",painting,portait
3969,Marcos Zrihen,527009,abstract_art,abstract,painting,landscape
3969,Marcos Zrihen,526997,conceptual,symbolic,painting,portait
3969,Marcos Zrihen,526925,conceptual,minimalism,painting,portait
3969,Marcos Zrihen,526913,conceptual,minimalism,painting,portait
3969,Marcos Zrihen,111563,"conceptual,nature",minimalism,painting,portait
3969,Marcos Zrihen,111565,conceptual,minimalism,painting,portait
3969,Marcos Zrihen,509879,"landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,509873,"conceptual,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,509867,"landscape,nature","minimalism,realism",painting,landscape
3969,Marcos Zrihen,111569,conceptual,minimalism,painting,portait
3969,Marcos Zrihen,171033,"genre_painting,nature","figurative,minimalism",painting,portait
3969,Marcos Zrihen,991541,"fantasy,landscape,nature",minimalism,painting,landscape
3969,Marcos Zrihen,171033,"genre_painting,nature","figurative,minimalism",painting,portait
3969,Marcos Zrihen,171037,"conceptual,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,171039,"landscape,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,171041,"genre_painting,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,171043,fantasy,minimalism,painting,landscape
3969,Marcos Zrihen,974643,"fantasy,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,974625,conceptual,"metaphysical,minimalism",painting,portait
3969,Marcos Zrihen,974591,"conceptual,fantasy,landscape,nature",minimalism,painting,landscape
3969,Marcos Zrihen,171045,"conceptual,landscape",figurative,painting,portait
3969,Marcos Zrihen,965909,"conceptual,fantasy,landscape,nature",minimalism,painting,landscape
3969,Marcos Zrihen,171047,"conceptual,fantasy,landscape,nature","aboriginal_art,minimalism,semi_abstract",painting,portait
3969,Marcos Zrihen,171055,"marine,nature",figurative,painting,landscape
3969,Marcos Zrihen,171057,"fantasy,genre_painting","figurative,oriental_art",painting,portait
3969,Marcos Zrihen,171059,"fantasy,genre_painting",oriental_art,painting,portait
3969,Marcos Zrihen,171061,"fantasy,genre_painting",oriental_art,painting,portait
3969,Marcos Zrihen,230099,"conceptual,nature",minimalism,painting,portait
3969,Marcos Zrihen,230105,"conceptual,nature",minimalism,painting,portait
3969,Marcos Zrihen,230331,"conceptual,fantasy","abstract,surrealism",painting,portait
3969,Marcos Zrihen,230337,"conceptual,fantasy",surrealism,painting,portait
3969,Marcos Zrihen,241283,"conceptual,pop_culture",figurative,painting,landscape
3969,Marcos Zrihen,241293,"conceptual,fantasy",minimalism,painting,landscape
3969,Marcos Zrihen,241301,"conceptual,fantasy",minimalism,painting,landscape
3969,Marcos Zrihen,241309,"landscape,marine,nature",minimalism,painting,landscape
3969,Marcos Zrihen,1247637,"fantasy,nature",minimalism,painting,portait
3969,Marcos Zrihen,1247641,"fantasy,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,2532594,"fantasy,landscape,nature","figurative,minimalism",painting,landscape
3969,Marcos Zrihen,1272963,"fantasy,marine,nature",minimalism,painting,landscape
3969,Marcos Zrihen,1789313,"fantasy,landscape,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1789315,"fantasy,landscape,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1798973,"fantasy,historical_political,nature",minimalism,painting,portait
3969,Marcos Zrihen,1799035,"fantasy,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,957375,"conceptual,fantasy",minimalism,painting,portait
3969,Marcos Zrihen,957355,"fantasy,landscape",minimalism,painting,landscape
3969,Marcos Zrihen,945639,"fantasy,landscape,nature",minimalism,painting,landscape
3969,Marcos Zrihen,1799045,"fantasy,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,1799052,"fantasy,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,1799056,"fantasy,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,928835,"fantasy,nature",minimalism,painting,landscape
3969,Marcos Zrihen,636071,"landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,645747,"landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,1505335,"fantasy,landscape,marine,nature",minimalism,painting,landscape
3969,Marcos Zrihen,1498773,"fantasy,landscape,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1495903,"fantasy,landscape,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1495889,"fantasy,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,645753,"fantasy,landscape,nature",minimalism,painting,landscape
3969,Marcos Zrihen,2265477,"fantasy,landscape,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1484967,"fantasy,landscape,nature",minimalism,painting,portait
3969,Marcos Zrihen,2265481,"fantasy,landscape,marine,nature",minimalism,painting,portait
3969,Marcos Zrihen,1479781,"fantasy,landscape",minimalism,painting,portait
3969,Marcos Zrihen,2265489,"fantasy,fashion,pop_culture","figurative,pop_art",painting,portait
3969,Marcos Zrihen,1466763,"fantasy,landscape,marine",figurative,painting,landscape
