artist_id,artist_name,artist_type,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session
891,Anna Bieler,Singulart Artist,5498,48456,53954,931,1549,2480,2377,0,0,320,0,320,16.93%,3.20%,4.60%,13.46%,€0.10
62073,Erwin STEINBACH,Singulart Artist,3570,25632,29202,1388,955,2343,2373.63096,0,0,0,0,0,38.88%,3.73%,8.02%,0.00%,€0.00
36788,Jacquilyn Eusanio,Singulart Artist,1343,20167,21510,46,742,788,2371.64477,0,0,0,0,0,3.43%,3.68%,3.66%,0.00%,€0.00
53280,Magnus Larsson,Singulart Artist,603,1522,2125,67,17,84,2371.5215,0,0,0,0,0,11.11%,1.12%,3.95%,0.00%,€0.00
34278,Formaminima,Singulart Artist,276,2893,3169,12,5,17,2370,0,0,0,0,0,4.35%,0.17%,0.54%,0.00%,€0.00
28367,JIHUN KIM,Singulart Artist,881,1935,2816,144,17,161,2370,0,0,0,0,0,16.35%,0.88%,5.72%,0.00%,€0.00
17953,Jeanine Combe,Singulart Artist,1331,802,2133,593,38,631,2370,0,0,0,0,0,44.55%,4.74%,29.58%,0.00%,€0.00
10673,Alex SanVik,Singulart Artist,1961,15255,17216,244,379,623,2370,0,0,0,0,0,12.44%,2.48%,3.62%,0.00%,€0.00
28865,Svetla Koseva,Singulart Artist,1469,7542,9011,276,117,393,2368.71849,0,0,0,0,0,18.79%,1.55%,4.36%,0.00%,€0.00
23339,Veselin Kostadinov,Singulart Artist,3225,25287,28512,444,459,903,2366,0,0,0,0,0,13.77%,1.82%,3.17%,0.00%,€0.00
25277,Christophe Houllier,Singulart Artist,14723,7758,22481,860,128,988,2365.02,0,0,0,0,0,5.84%,1.65%,4.40%,0.00%,€0.00
16545,Sarah Jil Niklas,Singulart Artist,4645,17643,22288,1599,684,2283,2364,0,0,0,0,0,34.42%,3.88%,10.24%,0.00%,€0.00
31175,Elena K.Smith,Singulart Artist,2447,9243,11690,379,258,637,2362.2876,0,0,0,0,0,15.49%,2.79%,5.45%,0.00%,€0.00
43774,Julio Larraz,Blue Chip Artist,1350,2713,4063,574,97,671,2361.06065,0,0,0,0,0,42.52%,3.58%,16.52%,0.00%,€0.00
24829,Peam's,Singulart Artist,1582,9662,11244,267,316,583,2359.955584,0,0,0,0,0,16.88%,3.27%,5.19%,0.00%,€0.00
27777,Wolfgang Sinwel,Singulart Artist,1548,3471,5019,691,47,738,2359.7744,522.63,0,0,0,523,44.64%,1.35%,14.70%,22.15%,€0.70
2823,Birute Nomeda,Singulart Artist,1376,12821,14197,175,161,336,2358.12,0,0,0,0,0,12.72%,1.26%,2.37%,0.00%,€0.00
48793,Ben Vautier,Blue Chip Artist,1954,4985,6939,911,289,1200,2358,290,0,0,0,290,46.62%,5.80%,17.29%,12.30%,€0.20
13193,Tamar Mindiashvili-Adamia,Singulart Artist,2556,6228,8784,349,125,474,2357.87128,370,0,0,0,370,13.65%,2.01%,5.40%,15.69%,€0.80
9233,Rod Moore,Singulart Artist,6279,14588,20867,3615,367,3982,2357.299175,500,0,0,0,500,57.57%,2.52%,19.08%,21.21%,€0.10
3873,Seth Marshall,Singulart Artist,750,882,1632,246,35,281,2356.69135,0,0,0,0,0,32.80%,3.97%,17.22%,0.00%,€0.00
5329,Gustavo Francesconi,Singulart Artist,4076,8413,12489,680,186,866,2356.429794,2356.429794,0,0,0,"2,356",16.68%,2.21%,6.93%,100.00%,€2.70
9303,Nikolai Gritsanchuk,Singulart Artist,2134,15646,17780,237,397,634,2355.1601,0,0,0,0,0,11.11%,2.54%,3.57%,0.00%,€0.00
48240,Dorothea Tanning,Blue Chip Artist,1542,11512,13054,351,435,786,2354.92,2354.92,0,0,0,"2,355",22.76%,3.78%,6.02%,100.00%,€3.00
26771,Vanessa Kuhn,Singulart Artist,6042,22481,28523,3099,422,3521,2354.71188,550,0,0,0,550,51.29%,1.88%,12.34%,23.36%,€0.20
25457,Shellie Garber,Singulart Artist,1922,8403,10325,576,162,738,2352.149838,0,0,0,0,0,29.97%,1.93%,7.15%,0.00%,€0.00
29555,Alexander Babinskiy,Singulart Artist,1651,7524,9175,280,192,472,2351.835,0,0,0,0,0,16.96%,2.55%,5.14%,0.00%,€0.00
15709,Pascal HERANVAL,Singulart Artist,3664,9496,13160,1636,276,1912,2350,2000,0,0,0,"2,000",44.65%,2.91%,14.53%,85.11%,€1.00
71225,Jacques-Etienne Henry,Singulart Artist,460,3418,3878,55,140,195,2349.095,0,0,0,0,0,11.96%,4.10%,5.03%,0.00%,€0.00
33656,Marie Demiz,Singulart Artist,1641,7248,8889,251,124,375,2347.513823,0,0,0,0,0,15.30%,1.71%,4.22%,0.00%,€0.00
33495,J. Anne Butler,Singulart Artist,1402,9905,11307,226,633,859,2345.4492,0,0,0,0,0,16.12%,6.39%,7.60%,0.00%,€0.00
1749,Eva Recordon,Singulart Artist,1845,4526,6371,538,152,690,2344.72842,0,0,2344.72842,0,"2,345",29.16%,3.36%,10.83%,100.00%,€3.40
38366,Giovanni Battista Piranesi,Blue Chip Artist,1484,2762,4246,579,166,745,2344.67584,0,0,2344.67584,0,"2,345",39.02%,6.01%,17.55%,100.00%,€3.10
58841,SMKA.art,Singulart Artist,943,7439,8382,74,270,344,2344.06,0,0,0,0,0,7.85%,3.63%,4.10%,0.00%,€0.00
31037,Carol Carpenter,Singulart Artist,2044,6044,8088,925,298,1223,2343.1245,0,0,0,0,0,45.25%,4.93%,15.12%,0.00%,€0.00
18621,Sofia Barroso,Singulart Artist,1926,2932,4858,868,80,948,2340.645,0,0,0,0,0,45.07%,2.73%,19.51%,0.00%,€0.00
35919,Gonzalo De Salas,Singulart Artist,231,448,679,50,0,50,2340,0,0,0,0,0,21.65%,0.00%,7.36%,0.00%,€0.00
9297,ADGANG FORBUDT,Singulart Artist,595,785,1380,123,10,133,2340,0,0,0,0,0,20.67%,1.27%,9.64%,0.00%,€0.00
5053,Tatyana Ermolchik,Singulart Artist,1581,7970,9551,225,114,339,2340,0,0,0,0,0,14.23%,1.43%,3.55%,0.00%,€0.00
23929,Marcel Baugier,Singulart Artist,2228,11427,13655,557,307,864,2339.923232,0,0,0,0,0,25.00%,2.69%,6.33%,0.00%,€0.00
7261,Brendon Gross,Singulart Artist,1457,3109,4566,430,83,513,2337.012,0,0,0,0,0,29.51%,2.67%,11.24%,0.00%,€0.00
70311,Saúl Velázquez de Castro,Singulart Artist,679,3279,3958,41,122,163,2336.7555,0,0,0,0,0,6.04%,3.72%,4.12%,0.00%,€0.00
26623,Pedro Girão,Singulart Artist,2789,17290,20079,751,291,1042,2336.478539,0,2336.478539,0,0,"2,336",26.93%,1.68%,5.19%,0.00%,€2.20
9269,Nymira Gray,Singulart Artist,2002,12402,14404,518,363,881,2336.16814,0,0,0,0,0,25.87%,2.93%,6.12%,0.00%,€0.00
80663,Alexander Benz,Singulart Artist,374,3119,3493,39,146,185,2334.211202,0,0,0,0,0,10.43%,4.68%,5.30%,0.00%,€0.00
27661,Jean Francois Berjoan,Singulart Artist,2220,11592,13812,711,212,923,2333.9536,0,0,0,0,0,32.03%,1.83%,6.68%,0.00%,€0.00
3515,Dariya Afanasyeva,Singulart Artist,5595,20225,25820,1138,361,1499,2333.44041,0,0,0,0,0,20.34%,1.79%,5.81%,0.00%,€0.00
62949,Nicolas Vallori,Singulart Artist,710,2968,3678,114,127,241,2332,0,0,0,0,0,16.06%,4.28%,6.55%,0.00%,€0.00
59007,Khélène,Singulart Artist,1965,14494,16459,116,349,465,2332,0,0,0,0,0,5.90%,2.41%,2.83%,0.00%,€0.00
9141,Maureen Finck,Singulart Artist,4272,44765,49037,426,1003,1429,2330.51665,0,0,0,0,0,9.97%,2.24%,2.91%,0.00%,€0.00
37077,Simona Elia,Singulart Artist,1177,2072,3249,321,81,402,2330,0,0,0,0,0,27.27%,3.91%,12.37%,0.00%,€0.00
16227,Jan Luke,Singulart Artist,1848,8117,9965,647,151,798,2328,0,0,0,0,0,35.01%,1.86%,8.01%,0.00%,€0.00
67411,Gayane Ghazanchyan,Singulart Artist,1723,11166,12889,187,344,531,2325.837097,262,0,0,0,262,10.85%,3.08%,4.12%,11.27%,€0.50
11575,Christina M Plichta,Singulart Artist,5685,40914,46599,514,885,1399,2325.759299,0,0,0,0,0,9.04%,2.16%,3.00%,0.00%,€0.00
33471,Blake Youngman,Singulart Artist,12674,4717,17391,272,85,357,2325.7035,2325.7035,0,0,0,"2,326",2.15%,1.80%,2.05%,100.00%,€6.50
60068,Reiner Stening,Singulart Artist,3301,55723,59024,247,1979,2226,2325.6621,0,0,0,0,0,7.48%,3.55%,3.77%,0.00%,€0.00
1775,Franca Perschen,Singulart Artist,1922,12356,14278,324,159,483,2324.21922,0,0,0,0,0,16.86%,1.29%,3.38%,0.00%,€0.00
15263,Angelika Millmaker,Singulart Artist,1857,16678,18535,270,344,614,2323.6156,0,0,0,0,0,14.54%,2.06%,3.31%,0.00%,€0.00
22481,ABDA Collective,Singulart Artist,1111,4312,5423,140,70,210,2321.6575,0,0,0,0,0,12.60%,1.62%,3.87%,0.00%,€0.00
79712,Justina Gve,Singulart Artist,799,5653,6452,92,293,385,2320.687,0,0,0,0,0,11.51%,5.18%,5.97%,0.00%,€0.00
10425,Matthew Mifsud,Singulart Artist,1905,7666,9571,341,196,537,2320.520685,284.5776,0,0,0,285,17.90%,2.56%,5.61%,12.26%,€0.50
32059,Shazia Imran,Singulart Artist,2244,9455,11699,816,168,984,2319.0435,0,0,0,0,0,36.36%,1.78%,8.41%,0.00%,€0.00
56986,Veera Zukova,Singulart Artist,10121,114412,124533,502,3195,3697,2318.54748,0,0,0,0,0,4.96%,2.79%,2.97%,0.00%,€0.00
69065,ALFONSO CESARO,Singulart Artist,1667,12896,14563,198,416,614,2318.302098,0,450,0,0,450,11.88%,3.23%,4.22%,0.00%,€0.70
11639,Alexander Heikel,Singulart Artist,2385,22419,24804,489,471,960,2318,0,0,0,0,0,20.50%,2.10%,3.87%,0.00%,€0.00
4793,Ian Johnson,Singulart Artist,3435,7202,10637,1523,152,1675,2317.8151,0,0,0,0,0,44.34%,2.11%,15.75%,0.00%,€0.00
43041,Menashe Kadishman,Blue Chip Artist,2392,17943,20335,411,391,802,2317.3712,0,0,0,0,0,17.18%,2.18%,3.94%,0.00%,€0.00
37003,Dawn Nagle,Singulart Artist,842,3630,4472,67,111,178,2315.23,0,0,0,0,0,7.96%,3.06%,3.98%,0.00%,€0.00
83565,jacques pocquet,Singulart Artist,147,1038,1185,12,6,18,2315.11521,0,2315.11521,0,0,"2,315",8.16%,0.58%,1.52%,0.00%,€128.60
36546,Hajime Sorayama,Grand Artist,10479,21337,31816,4735,1392,6127,2313.612,2313.612,0,0,0,"2,314",45.19%,6.52%,19.26%,100.00%,€0.40
53126,Zuzana Murenji Domonkos,Singulart Artist,953,7929,8882,81,221,302,2312.96826,0,0,0,0,0,8.50%,2.79%,3.40%,0.00%,€0.00
50201,George Rosaly,Singulart Artist,3031,33184,36215,133,563,696,2312.4968,0,0,0,0,0,4.39%,1.70%,1.92%,0.00%,€0.00
66391,Michel TESTARD,Singulart Artist,2462,28475,30937,229,923,1152,2310,0,0,0,0,0,9.30%,3.24%,3.72%,0.00%,€0.00
34998,Mathilde Pénicaud,Singulart Artist,936,2692,3628,228,47,275,2309,0,0,0,0,0,24.36%,1.75%,7.58%,0.00%,€0.00
12009,Anthony Lopez,Singulart Artist,1114,1445,2559,454,55,509,2304.77,0,0,0,0,0,40.75%,3.81%,19.89%,0.00%,€0.00
11821,Santoni Patrick,Singulart Artist,2513,8308,10821,704,131,835,2303.0222,720,0,0,0,720,28.01%,1.58%,7.72%,31.26%,€0.90
7159,Cynthia Coldren,Singulart Artist,1478,10898,12376,137,188,325,2303.01759,0,0,0,0,0,9.27%,1.73%,2.63%,0.00%,€0.00
26419,Martina Alexandra Wagner-Al Yassin,Singulart Artist,2401,9824,12225,334,253,587,2301.728353,0,0,0,0,0,13.91%,2.58%,4.80%,0.00%,€0.00
21291,Carlos Sánchez Maydana,Singulart Artist,2755,15293,18048,861,398,1259,2301.611884,0,0,0,0,0,31.25%,2.60%,6.98%,0.00%,€0.00
14203,BRUNO CANTAIS,Singulart Artist,5881,9301,15182,3329,223,3552,2301.11818,0,0,0,0,0,56.61%,2.40%,23.40%,0.00%,€0.00
70623,Stephanie van der Klooster,Singulart Artist,624,2884,3508,83,126,209,2301,0,0,0,0,0,13.30%,4.37%,5.96%,0.00%,€0.00
28019,Hope 1393,Singulart Artist,3218,3412,6630,1893,91,1984,2300.16924,0,0,0,0,0,58.83%,2.67%,29.93%,0.00%,€0.00
80555,Harmeet Singh,Singulart Artist,383,2475,2858,36,87,123,2300.16025,0,0,0,0,0,9.40%,3.52%,4.30%,0.00%,€0.00
120,Sylvie Basteau,Singulart Artist,2063,4956,7019,787,121,908,2300.0868,0,0,0,0,0,38.15%,2.44%,12.94%,0.00%,€0.00
80357,Manejudith Sitruk,Singulart Artist,327,3454,3781,27,255,282,2300,0,0,0,0,0,8.26%,7.38%,7.46%,0.00%,€0.00
70178,AJ Burns,Singulart Artist,475,1502,1977,106,100,206,2300,0,0,0,0,0,22.32%,6.66%,10.42%,0.00%,€0.00
62103,Carita Laukkonen,Singulart Artist,1411,14228,15639,88,465,553,2300,0,0,0,0,0,6.24%,3.27%,3.54%,0.00%,€0.00
41826,Bob Gruen,Blue Chip Artist,693,6302,6995,73,400,473,2300,0,0,0,0,0,10.53%,6.35%,6.76%,0.00%,€0.00
33480,Tommy Wagner,Singulart Artist,1274,4388,5662,370,116,486,2300,0,0,0,0,0,29.04%,2.64%,8.58%,0.00%,€0.00
28665,Mark Kucherov,Singulart Artist,1055,6015,7070,105,118,223,2300,0,0,0,0,0,9.95%,1.96%,3.15%,0.00%,€0.00
27031,Pierre Soufflet,Singulart Artist,4267,25823,30090,1230,922,2152,2300,0,0,0,0,0,28.83%,3.57%,7.15%,0.00%,€0.00
18833,Sabine Ostermann,Singulart Artist,1684,4024,5708,751,192,943,2300,0,0,0,0,0,44.60%,4.77%,16.52%,0.00%,€0.00
62167,Elena Baltser,Singulart Artist,743,5030,5773,67,152,219,2296,0,0,0,0,0,9.02%,3.02%,3.79%,0.00%,€0.00
77419,Nathalie Le Nallio Mazza,Singulart Artist,670,2894,3564,58,106,164,2295,0,0,0,0,0,8.66%,3.66%,4.60%,0.00%,€0.00
24273,Lifrancis Rojas,Singulart Artist,1554,6428,7982,110,97,207,2293.86522,0,0,0,0,0,7.08%,1.51%,2.59%,0.00%,€0.00
62839,Olga Ponomarenko,Singulart Artist,2585,16893,19478,305,606,911,2293.018541,0,1019.4412,0,0,"1,019",11.80%,3.59%,4.68%,0.00%,€1.10
903,Bobbie Serrano,Singulart Artist,4287,667,4954,3231,13,3244,2292.111,0,0,0,0,0,75.37%,1.95%,65.48%,0.00%,€0.00
14835,Joëlle Tissot,Singulart Artist,2073,13979,16052,516,408,924,2290,0,0,0,0,0,24.89%,2.92%,5.76%,0.00%,€0.00
31625,Elena Shraibman,Singulart Artist,2090,13753,15843,313,166,479,2284.15331,0,0,0,0,0,14.98%,1.21%,3.02%,0.00%,€0.00
36196,Nathanael Koffi,Singulart Artist,2524,10413,12937,1020,215,1235,2282.521825,0,0,0,0,0,40.41%,2.07%,9.55%,0.00%,€0.00
71145,Massimo Spolon,Singulart Artist,810,3759,4569,121,68,189,2281.510112,0,0,0,0,0,14.94%,1.81%,4.14%,0.00%,€0.00
10401,Sergei Kiyanitsa,Singulart Artist,2893,10541,13434,883,254,1137,2281.49418,0,0,0,0,0,30.52%,2.41%,8.46%,0.00%,€0.00
59111,Léa Roche,Singulart Artist,1277,6395,7672,342,95,437,2280,0,0,0,0,0,26.78%,1.49%,5.70%,0.00%,€0.00
34457,Disegnopiù,Singulart Artist,579,5071,5650,22,32,54,2280,0,0,0,0,0,3.80%,0.63%,0.96%,0.00%,€0.00
5933,Gjorgina Spasevska,Singulart Artist,2046,10658,12704,348,620,968,2280,0,0,0,0,0,17.01%,5.82%,7.62%,0.00%,€0.00
1284,Egene Koo,Singulart Artist,1404,2017,3421,365,31,396,2279.73825,0,0,0,0,0,26.00%,1.54%,11.58%,0.00%,€0.00
25117,David Stein,Singulart Artist,1449,932,2381,630,50,680,2279.72108,0,0,0,0,0,43.48%,5.37%,28.56%,0.00%,€0.00
620,Naen,Singulart Artist,1059,1850,2909,297,55,352,2276.29048,0,0,570,0,570,28.05%,2.97%,12.10%,25.04%,€1.60
26667,Karen Marre,Singulart Artist,1325,3473,4798,253,81,334,2273.08225,1550,0,0,0,"1,550",19.09%,2.33%,6.96%,68.19%,€4.60
2137,Elke Thiebaut,Singulart Artist,492,1365,1857,173,64,237,2272.47372,0,0,0,0,0,35.16%,4.69%,12.76%,0.00%,€0.00
77214,Liudmila Shertsinger,Singulart Artist,666,5992,6658,68,254,322,2271,1480,0,0,0,"1,480",10.21%,4.24%,4.84%,65.17%,€4.60
31737,Stu Duval,Singulart Artist,2205,13397,15602,662,349,1011,2270.111742,0,0,0,0,0,30.02%,2.61%,6.48%,0.00%,€0.00
22467,Rafael Guerra,Singulart Artist,2048,1581,3629,450,34,484,2270,0,0,0,0,0,21.97%,2.15%,13.34%,0.00%,€0.00
10669,Lesley Blackburn,Singulart Artist,1627,6532,8159,411,179,590,2270,0,0,0,0,0,25.26%,2.74%,7.23%,0.00%,€0.00
60038,Kathrin Sehl,Singulart Artist,1568,12164,13732,117,415,532,2268,2268,0,0,0,"2,268",7.46%,3.41%,3.87%,100.00%,€4.30
11401,Jim Céladon,Singulart Artist,1883,10410,12293,305,151,456,2265.80183,0,0,0,0,0,16.20%,1.45%,3.71%,0.00%,€0.00
32833,Rose Richter Armgart,Singulart Artist,1244,5237,6481,509,96,605,2264.4424,0,0,0,0,0,40.92%,1.83%,9.34%,0.00%,€0.00
66943,Mikhail Mishinskii,Singulart Artist,1617,13730,15347,260,582,842,2264,0,0,0,0,0,16.08%,4.24%,5.49%,0.00%,€0.00
53575,CHRISTIAN GOETGHEBEUR,Singulart Artist,5617,51789,57406,265,2109,2374,2263.49,0,0,0,0,0,4.72%,4.07%,4.14%,0.00%,€0.00
60902,Amanda Lear,Singulart Artist,7545,3758,11303,5452,307,5759,2261.3752,511.5732,0,0,0,512,72.26%,8.17%,50.95%,22.62%,€0.10
80823,Ellie Rich,Singulart Artist,410,2190,2600,53,25,78,2260,0,0,0,0,0,12.93%,1.14%,3.00%,0.00%,€0.00
232,Anne Böddeker,Singulart Artist,1527,1502,3029,620,49,669,2260,0,0,0,0,0,40.60%,3.26%,22.09%,0.00%,€0.00
26813,Anna Tivikova,Singulart Artist,1683,8540,10223,207,170,377,2259.99,0,0,0,0,0,12.30%,1.99%,3.69%,0.00%,€0.00
58998,Paul Hartel,Singulart Artist,1434,12614,14048,135,395,530,2259.9425,0,0,0,0,0,9.41%,3.13%,3.77%,0.00%,€0.00
36586,Cy Twombly,Grand Artist,7761,15284,23045,3699,863,4562,2258,0,0,0,0,0,47.66%,5.65%,19.80%,0.00%,€0.00
7093,Jan Cilliers de Wet,Singulart Artist,3584,9946,13530,1409,243,1652,2254.84434,1471.84434,0,0,0,"1,472",39.31%,2.44%,12.21%,65.28%,€0.90
57398,Alex Bras,Singulart Artist,1003,7204,8207,145,319,464,2254,2254,0,0,0,"2,254",14.46%,4.43%,5.65%,100.00%,€4.90
34225,Noah Bugingo,Singulart Artist,2734,21617,24351,460,618,1078,2253.83119,0,0,0,0,0,16.83%,2.86%,4.43%,0.00%,€0.00
26963,Aleksandar Markovic,Singulart Artist,2042,5620,7662,577,131,708,2252.73258,0,0,0,0,0,28.26%,2.33%,9.24%,0.00%,€0.00
69180,Annie Vandemalle,Singulart Artist,1127,9496,10623,106,340,446,2252,1657,420,0,0,"2,077",9.41%,3.58%,4.20%,73.58%,€4.70
16405,Iris Stella,Singulart Artist,850,1693,2543,263,49,312,2251.608,0,0,0,0,0,30.94%,2.89%,12.27%,0.00%,€0.00
4003,Tomi Ungerer,Singulart Artist,13890,3742,17632,4920,310,5230,2250.43887,0,0,0,0,0,35.42%,8.28%,29.66%,0.00%,€0.00
14309,Frederique Bruijnen,Singulart Artist,2614,6338,8952,372,142,514,2250.1282,0,0,0,0,0,14.23%,2.24%,5.74%,0.00%,€0.00
28365,Oksana Johnson,Singulart Artist,1534,6680,8214,178,212,390,2250,0,0,0,0,0,11.60%,3.17%,4.75%,0.00%,€0.00
26635,Emmanuelle Pellet,Singulart Artist,4095,24541,28636,887,641,1528,2250,0,0,0,0,0,21.66%,2.61%,5.34%,0.00%,€0.00
8205,María X. Fernández,Singulart Artist,2336,10192,12528,662,182,844,2249.59,0,0,0,0,0,28.34%,1.79%,6.74%,0.00%,€0.00
35828,Daqiconcept,Singulart Artist,601,3247,3848,44,19,63,2247.1157,0,0,0,0,0,7.32%,0.59%,1.64%,0.00%,€0.00
46572,Mel Ramos,Blue Chip Artist,4893,31463,36356,1233,1280,2513,2247,336,0,1911,0,"2,247",25.20%,4.07%,6.91%,100.00%,€0.90
8047,Elly de Jong,Singulart Artist,1077,1531,2608,420,37,457,2245.28,0,0,0,0,0,39.00%,2.42%,17.52%,0.00%,€0.00
66780,Francisco De Asis Santacreu,Singulart Artist,890,3954,4844,113,188,301,2242.790742,0,0,0,0,0,12.70%,4.76%,6.21%,0.00%,€0.00
25217,Xian Tao,Singulart Artist,1469,555,2024,446,13,459,2242.01026,0,0,0,0,0,30.36%,2.34%,22.68%,0.00%,€0.00
70705,Ellis Hollering,Singulart Artist,720,4870,5590,82,197,279,2241.47808,0,0,0,0,0,11.39%,4.05%,4.99%,0.00%,€0.00
15641,Andrea Viviani,Singulart Artist,2934,6366,9300,1435,155,1590,2240,0,0,0,0,0,48.91%,2.44%,17.10%,0.00%,€0.00
33415,Juergen Seissler,Singulart Artist,1586,7686,9272,308,119,427,2238.465742,410.677742,0,0,0,411,19.42%,1.55%,4.61%,18.35%,€1.00
77927,Barbara Krijanovsky,Singulart Artist,778,7869,8647,53,420,473,2238,0,0,0,0,0,6.81%,5.34%,5.47%,0.00%,€0.00
16287,Tessa Houghton,Singulart Artist,731,1316,2047,243,32,275,2228.482862,0,0,0,0,0,33.24%,2.43%,13.43%,0.00%,€0.00
3601,Sylvie Gedda,Singulart Artist,3168,18418,21586,404,409,813,2227.83124,0,0,0,0,0,12.75%,2.22%,3.77%,0.00%,€0.00
5931,Matias Perego,Singulart Artist,3484,17010,20494,1031,469,1500,2227.5,0,0,0,0,0,29.59%,2.76%,7.32%,0.00%,€0.00
11215,Giovanni Schembari,Singulart Artist,3049,12297,15346,1034,800,1834,2226.683004,0,0,0,0,0,33.91%,6.51%,11.95%,0.00%,€0.00
81753,Paolo Fedeli,Singulart Artist,288,871,1159,56,10,66,2226,0,0,0,0,0,19.44%,1.15%,5.70%,0.00%,€0.00
28309,Mariam Qureshi,Singulart Artist,6616,49621,56237,527,1327,1854,2225.811408,0,0,0,0,0,7.97%,2.67%,3.30%,0.00%,€0.00
30619,Wande Oseni,Singulart Artist,1062,5901,6963,213,38,251,2225.306277,0,0,0,0,0,20.06%,0.64%,3.61%,0.00%,€0.00
76443,Arina Ergle,Singulart Artist,217,556,773,12,19,31,2224.834965,0,0,0,0,0,5.53%,3.42%,4.01%,0.00%,€0.00
12983,Andrew Mirzoian,Singulart Artist,4989,41525,46514,545,501,1046,2223.95615,0,0,0,0,0,10.92%,1.21%,2.25%,0.00%,€0.00
1811,Leonardo Vecchiarino,Singulart Artist,1948,6556,8504,634,74,708,2220,0,0,0,0,0,32.55%,1.13%,8.33%,0.00%,€0.00
52372,michel dubouloz,Singulart Artist,1087,9004,10091,92,309,401,2218.49596,0,0,0,0,0,8.46%,3.43%,3.97%,0.00%,€0.00
29749,Phùng Văn Tuệ,Singulart Artist,2341,9171,11512,679,283,962,2212.1601,0,0,0,0,0,29.01%,3.09%,8.36%,0.00%,€0.00
7593,Openmindz360,Singulart Artist,3103,19756,22859,283,633,916,2211.2886,0,0,0,0,0,9.12%,3.20%,4.01%,0.00%,€0.00
32079,Sarah Aller,Singulart Artist,3131,10693,13824,1021,315,1336,2211,0,0,0,0,0,32.61%,2.95%,9.66%,0.00%,€0.00
83131,Elisabeth Futterlieb,Singulart Artist,136,952,1088,9,3,12,2210,0,0,0,0,0,6.62%,0.32%,1.10%,0.00%,€0.00
30627,Peter Markus Jentes,Singulart Artist,6557,7932,14489,637,184,821,2210,0,0,0,0,0,9.72%,2.32%,5.67%,0.00%,€0.00
80072,Tina Ternes,Singulart Artist,347,2820,3167,15,7,22,2209.694354,0,0,0,0,0,4.32%,0.25%,0.70%,0.00%,€0.00
52983,Daniel Marin,Singulart Artist,808,1139,1947,142,49,191,2209.398979,0,0,0,0,0,17.57%,4.30%,9.81%,0.00%,€0.00
14509,Natale Addamiano,Singulart Artist,7223,12171,19394,2961,325,3286,2209.19004,2209.19004,0,0,0,"2,209",40.99%,2.67%,16.94%,100.00%,€0.70
10047,Luca Dall'Olio,Singulart Artist,5324,13107,18431,2675,315,2990,2208.1446,0,0,0,0,0,50.24%,2.40%,16.22%,0.00%,€0.00
31651,Yunn Ru Soo,Singulart Artist,1285,8605,9890,230,169,399,2207.46656,0,0,0,0,0,17.90%,1.96%,4.03%,0.00%,€0.00
81757,Maximilian Götzen,Singulart Artist,275,2274,2549,8,9,17,2206,0,0,0,0,0,2.91%,0.40%,0.67%,0.00%,€0.00
12965,Lilac Abramsky Arazi,Singulart Artist,4571,10300,14871,978,221,1199,2205.18009,0,0,0,0,0,21.40%,2.15%,8.06%,0.00%,€0.00
4741,Steve Binetti,Singulart Artist,6541,51574,58115,1335,1322,2657,2205,0,0,0,0,0,20.41%,2.56%,4.57%,0.00%,€0.00
59897,Annette Freymuth,Singulart Artist,1486,3381,4867,368,106,474,2204,0,0,0,0,0,24.76%,3.14%,9.74%,0.00%,€0.00
67287,Natasha Acevedo,Singulart Artist,1157,6773,7930,127,234,361,2201.843455,0,0,0,0,0,10.98%,3.46%,4.55%,0.00%,€0.00
62346,Fabian Braun,Singulart Artist,1299,7592,8891,310,259,569,2201,500,0,0,0,500,23.87%,3.41%,6.40%,22.72%,€0.90
17927,Solenn Marrel,Singulart Artist,2093,16319,18412,377,217,594,2200.1809,0,0,0,0,0,18.01%,1.33%,3.23%,0.00%,€0.00
17549,Tetiana Shuliak,Singulart Artist,2824,19009,21833,233,261,494,2200.08395,0,0,0,0,0,8.25%,1.37%,2.26%,0.00%,€0.00
76724,Irmgard Risch,Singulart Artist,727,3726,4453,59,174,233,2200,0,0,0,0,0,8.12%,4.67%,5.23%,0.00%,€0.00
66905,Marie Rose Clergeau,Singulart Artist,599,1656,2255,156,60,216,2200,0,0,0,0,0,26.04%,3.62%,9.58%,0.00%,€0.00
65067,Friedmar Zimpfer,Singulart Artist,765,4681,5446,31,76,107,2200,0,0,0,0,0,4.05%,1.62%,1.97%,0.00%,€0.00
52488,Nana Stein,Singulart Artist,444,851,1295,94,40,134,2200,0,0,0,0,0,21.17%,4.70%,10.35%,0.00%,€0.00
48915,Jorinde Voigt,Blue Chip Artist,689,645,1334,113,18,131,2200,0,0,0,0,0,16.40%,2.79%,9.82%,0.00%,€0.00
41273,Bernard Frize,Blue Chip Artist,546,446,992,93,16,109,2200,0,0,0,0,0,17.03%,3.59%,10.99%,0.00%,€0.00
