artist_id,artist_name,artist_type,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session
14829,Paulo Fontinha,Singulart Artist,4156,22350,26506,811,609,1420,10478.42664,0,0,0,0,0,19.51%,2.73%,5.36%,0.00%,€0.00
35099,Andreas Berlin,Singulart Artist,314,1304,1618,13,8,21,10476,0,0,0,0,0,4.14%,0.61%,1.30%,0.00%,€0.00
551,Rémi Delaplace,Singulart Artist,9286,58325,67611,980,847,1827,10474.63307,0,0,0,0,0,10.55%,1.45%,2.70%,0.00%,€0.00
21857,Monica Cattaneo,Singulart Artist,3472,23869,27341,832,686,1518,10462.55546,0,0,0,0,0,23.96%,2.87%,5.55%,0.00%,€0.00
15095,Debbie Pacheco,Singulart Artist,4432,33505,37937,626,897,1523,10447.8387,0,0,0,0,0,14.13%,2.68%,4.02%,0.00%,€0.00
3643,Rory Mitchell,Singulart Artist,3805,16928,20733,863,342,1205,10435.61191,890.61588,0,0,0,891,22.68%,2.02%,5.81%,8.53%,€0.70
1461,Margarita Garcés,Singulart Artist,4027,13946,17973,1470,413,1883,10420.7283,0,0,0,0,0,36.50%,2.96%,10.48%,0.00%,€0.00
20239,Mercedes Pitzalis,Singulart Artist,2993,13369,16362,502,339,841,10416.21148,0,0,0,0,0,16.77%,2.54%,5.14%,0.00%,€0.00
2991,Michael Goro,Singulart Artist,4982,12956,17938,1487,509,1996,10402.52295,0,882,0,0,882,29.85%,3.93%,11.13%,0.00%,€0.40
22659,Benjamin Casiano,Singulart Artist,3804,6866,10670,1033,304,1337,10399.18741,3399.18741,0,0,0,"3,399",27.16%,4.43%,12.53%,32.69%,€2.50
3111,Victor Tkachenko,Singulart Artist,7042,21594,28636,2533,666,3199,10394.7214,2530.65282,0,0,0,"2,531",35.97%,3.08%,11.17%,24.35%,€0.80
68106,Martin Wojnowski,Singulart Artist,1568,15034,16602,199,704,903,10391.98266,2394,0,0,0,"2,394",12.69%,4.68%,5.44%,23.04%,€2.70
36639,Jerry Uelsmann,Grand Artist,12467,29348,41815,400,3364,3764,10389.76304,0,0,0,0,0,3.21%,11.46%,9.00%,0.00%,€0.00
16435,Charles Choi,Singulart Artist,4627,27180,31807,1068,499,1567,10384.97975,2950.568,0,0,0,"2,951",23.08%,1.84%,4.93%,28.41%,€1.90
24113,Sigurdur Olafsson,Singulart Artist,3355,5861,9216,1355,113,1468,10374.18361,0,0,0,0,0,40.39%,1.93%,15.93%,0.00%,€0.00
18243,Olga Soloviova,Singulart Artist,3876,42041,45917,504,1534,2038,10362.80966,0,0,0,0,0,13.00%,3.65%,4.44%,0.00%,€0.00
10927,Tony Belobrajdic,Singulart Artist,27994,64306,92300,2418,3045,5463,10356.79561,2923.9254,0,557.35436,0,"3,481",8.64%,4.74%,5.92%,33.61%,€0.60
1931,Richard Boigeol,Singulart Artist,5095,36389,41484,774,1080,1854,10346.4903,0,0,0,0,0,15.19%,2.97%,4.47%,0.00%,€0.00
1739,Lina Martin Calvo,Singulart Artist,3088,16033,19121,633,315,948,10341.804,0,4272,0,0,"4,272",20.50%,1.97%,4.96%,0.00%,€4.50
25595,Beatrix Syjuco,Singulart Artist,1506,9291,10797,369,153,522,10336.93749,0,0,0,0,0,24.50%,1.65%,4.84%,0.00%,€0.00
53116,Monika Signer,Singulart Artist,6189,46025,52214,287,1601,1888,10333.78421,0,0,0,0,0,4.64%,3.48%,3.62%,0.00%,€0.00
11851,Rachael Dalzell,Singulart Artist,2497,8428,10925,982,166,1148,10318.61632,0,0,0,0,0,39.33%,1.97%,10.51%,0.00%,€0.00
28683,Dietmar Scherf,Singulart Artist,12812,174457,187269,654,4225,4879,10310,0,0,0,0,0,5.11%,2.42%,2.61%,0.00%,€0.00
62033,Nadia Eremina (pix-n-art),Singulart Artist,1119,5488,6607,234,213,447,10309,0,0,0,0,0,20.91%,3.88%,6.77%,0.00%,€0.00
12643,Sienna Martz,Singulart Artist,11028,19026,30054,2689,411,3100,10302.81824,450,456.3,0,0,906,24.38%,2.16%,10.32%,4.37%,€0.30
31691,Raluca Nedelcu,Singulart Artist,1716,9257,10973,373,233,606,10300,0,0,0,0,0,21.74%,2.52%,5.52%,0.00%,€0.00
34145,Caspar Jansen,Singulart Artist,7720,9765,17485,4962,221,5183,10294.37586,0,0,0,0,0,64.28%,2.26%,29.64%,0.00%,€0.00
16139,Anh Diù,Singulart Artist,2633,10069,12702,603,246,849,10293.65223,0,0,0,0,0,22.90%,2.44%,6.68%,0.00%,€0.00
31881,jo y posso,Singulart Artist,2983,32150,35133,419,5687,6106,10291.19819,0,0,0,0,0,14.05%,17.69%,17.38%,0.00%,€0.00
2801,Marie Claude Kerrenneur,Singulart Artist,3129,22992,26121,493,421,914,10289.09396,630,0,0,0,630,15.76%,1.83%,3.50%,6.12%,€0.70
2811,Terri Duan,Singulart Artist,2190,9373,11563,495,191,686,10281.28825,0,0,0,200,200,22.60%,2.04%,5.93%,0.00%,€0.30
22117,Luisa Fernanda DEBARNOT,Singulart Artist,2711,11236,13947,572,209,781,10281.085,0,0,0,0,0,21.10%,1.86%,5.60%,0.00%,€0.00
62944,Anastasiia Krykun,Singulart Artist,2384,25748,28132,279,837,1116,10278.2539,0,0,0,0,0,11.70%,3.25%,3.97%,0.00%,€0.00
10821,Pia Andersen,Singulart Artist,7367,22099,29466,2959,681,3640,10270.992,7050,0,0,0,"7,050",40.17%,3.08%,12.35%,68.64%,€1.90
4779,Doug Winter,Singulart Artist,1935,8478,10413,310,242,552,10265.96,0,0,0,0,0,16.02%,2.85%,5.30%,0.00%,€0.00
71373,Ewa Kaczmarek,Singulart Artist,760,2565,3325,147,116,263,10253.26784,0,0,0,0,0,19.34%,4.52%,7.91%,0.00%,€0.00
19395,"Louise Jolicoeur, JOLIC",Singulart Artist,2310,4514,6824,947,122,1069,10253.14193,0,0,0,0,0,41.00%,2.70%,15.67%,0.00%,€0.00
3623,Richard Montpetit,Singulart Artist,4290,18218,22508,1477,391,1868,10249.65291,1116.75797,0,0,0,"1,117",34.43%,2.15%,8.30%,10.90%,€0.60
6997,Hilma Koelman,Singulart Artist,3804,21410,25214,1264,486,1750,10241.72707,1900,0,2824.974,0,"4,725",33.23%,2.27%,6.94%,46.14%,€2.70
26605,Kaël,Singulart Artist,9613,60766,70379,3533,2051,5584,10232.19579,990,1491,0,0,"2,481",36.75%,3.38%,7.93%,9.68%,€0.40
1759,Martin Gerstenberger,Singulart Artist,5624,21293,26917,1350,514,1864,10227.11417,790,0,0,0,790,24.00%,2.41%,6.93%,7.73%,€0.40
3477,Volosov Vladimir,Singulart Artist,5405,52528,57933,1282,1116,2398,10224.37306,0,0,0,0,0,23.72%,2.13%,4.14%,0.00%,€0.00
17193,Pablo Kontos,Singulart Artist,3324,29146,32470,474,1049,1523,10220.55688,0,0,0,0,0,14.26%,3.60%,4.69%,0.00%,€0.00
19325,Benjamin Nyari,Singulart Artist,1806,12346,14152,358,406,764,10218.53632,0,0,0,0,0,19.82%,3.29%,5.40%,0.00%,€0.00
68942,Predună Cristinel,Singulart Artist,888,4949,5837,38,125,163,10211.9,0,0,0,0,0,4.28%,2.53%,2.79%,0.00%,€0.00
4753,Katharine Alecse,Singulart Artist,4956,13871,18827,1215,562,1777,10211.40661,0,0,0,0,0,24.52%,4.05%,9.44%,0.00%,€0.00
3671,Nathan Chantob,Singulart Artist,5544,16474,22018,2360,865,3225,10200,0,0,0,0,0,42.57%,5.25%,14.65%,0.00%,€0.00
32371,Carine Lauber,Singulart Artist,4266,9770,14036,498,336,834,10197.0554,0,0,0,0,0,11.67%,3.44%,5.94%,0.00%,€0.00
523,Razvan Stanciu,Singulart Artist,3893,16430,20323,1410,412,1822,10194.35459,0,0,0,0,0,36.22%,2.51%,8.97%,0.00%,€0.00
5659,Stefano Puleo,Singulart Artist,1376,3360,4736,359,151,510,10184,0,0,0,0,0,26.09%,4.49%,10.77%,0.00%,€0.00
35016,Volver,Singulart Artist,770,11052,11822,18,10,28,10175.6015,0,0,0,0,0,2.34%,0.09%,0.24%,0.00%,€0.00
1402,Isabelle Pelletane,Singulart Artist,2466,14954,17420,390,237,627,10174.47754,0,1800,0,0,"1,800",15.82%,1.59%,3.60%,0.00%,€2.90
9167,Mihaela Ionescu,Singulart Artist,3883,19295,23178,919,417,1336,10172.59831,0,0,0,0,0,23.67%,2.16%,5.76%,0.00%,€0.00
25395,Ian Edwards,Singulart Artist,1980,3260,5240,753,120,873,10165.3588,10165.3588,0,0,0,"10,165",38.03%,3.68%,16.66%,100.00%,€11.60
25331,Javier Rosselló,Singulart Artist,3244,8909,12153,1059,293,1352,10160.72526,0,0,0,0,0,32.65%,3.29%,11.13%,0.00%,€0.00
4415,Nikki Wheeler,Singulart Artist,3154,23337,26491,642,684,1326,10154.78116,982.95204,0,0,0,983,20.36%,2.93%,5.01%,9.68%,€0.70
60338,Fabrizio Ceccarelli,Singulart Artist,1831,14136,15967,312,442,754,10148.64121,0,0,0,0,0,17.04%,3.13%,4.72%,0.00%,€0.00
1276,Malte Hagen,Singulart Artist,3445,8544,11989,1110,287,1397,10135.64,0,0,0,0,0,32.22%,3.36%,11.65%,0.00%,€0.00
11805,Safir and Rifas,Singulart Artist,3881,19609,23490,577,808,1385,10133.64133,0,0,0,0,0,14.87%,4.12%,5.90%,0.00%,€0.00
17307,MAX GUARINI,Singulart Artist,6891,33059,39950,1968,943,2911,10129.767,1400,0,0,0,"1,400",28.56%,2.85%,7.29%,13.82%,€0.50
605,Jean-Jacques Chambry,Singulart Artist,2456,8530,10986,602,320,922,10125,0,0,0,0,0,24.51%,3.75%,8.39%,0.00%,€0.00
5883,Christopher Lyter,Singulart Artist,1436,2614,4050,421,93,514,10121.01648,2216.72443,0,0,0,"2,217",29.32%,3.56%,12.69%,21.90%,€4.30
22845,Aleksandr Breskin,Singulart Artist,7221,66933,74154,1157,1593,2750,10119.6418,0,0,0,0,0,16.02%,2.38%,3.71%,0.00%,€0.00
15923,Bus Tomasi,Singulart Artist,3104,10706,13810,1012,289,1301,10117.68307,0,0,0,0,0,32.60%,2.70%,9.42%,0.00%,€0.00
59049,Claudia Sauter,Singulart Artist,4408,58626,63034,810,2258,3068,10116.31675,1790,1869,0,0,"3,659",18.38%,3.85%,4.87%,17.69%,€1.20
24933,Wolfgang Kahle,Singulart Artist,2937,16156,19093,1055,341,1396,10114.332,10114.332,0,0,0,"10,114",35.92%,2.11%,7.31%,100.00%,€7.20
34117,Riga Forbes,Singulart Artist,1733,8448,10181,362,247,609,10102.29625,2126.872,1142.960202,0,0,"3,270",20.89%,2.92%,5.98%,21.05%,€5.40
14977,Françoise Wattré,Singulart Artist,3897,26445,30342,475,687,1162,10099.86088,0,3658.93222,0,0,"3,659",12.19%,2.60%,3.83%,0.00%,€3.10
8567,Zue Razali,Singulart Artist,2766,15138,17904,512,431,943,10099.28486,855.134292,0,0,0,855,18.51%,2.85%,5.27%,8.47%,€0.90
18359,Jean-Yves Verne,Singulart Artist,4014,15940,19954,1676,572,2248,10093.1245,0,1360,0,0,"1,360",41.75%,3.59%,11.27%,0.00%,€0.60
611,Johann Nußbächer,Singulart Artist,18383,207217,225600,2826,12201,15027,10087.79713,0,0,0,0,0,15.37%,5.89%,6.66%,0.00%,€0.00
2179,Bazévian Delacapucinière,Singulart Artist,11448,92172,103620,1343,2834,4177,10085.08753,326.90124,0,0,0,327,11.73%,3.08%,4.03%,3.24%,€0.10
12069,Akis Vasilopoulos,Singulart Artist,2399,8398,10797,806,611,1417,10078.99459,0,0,4206.048,0,"4,206",33.60%,7.28%,13.12%,41.73%,€3.00
1078,Tony Feld,Singulart Artist,2011,6093,8104,443,187,630,10075.63017,0,0,0,0,0,22.03%,3.07%,7.77%,0.00%,€0.00
7343,Jean-Jacques Mendez,Singulart Artist,3976,12682,16658,1106,347,1453,10063.42759,0,0,0,0,0,27.82%,2.74%,8.72%,0.00%,€0.00
274,Hieronymus Proske,Singulart Artist,2923,10838,13761,681,163,844,10060,0,0,0,0,0,23.30%,1.50%,6.13%,0.00%,€0.00
3987,Jacques Tange,Singulart Artist,3000,10869,13869,1017,1349,2366,10056.301,0,0,0,0,0,33.90%,12.41%,17.06%,0.00%,€0.00
17383,kim yeongok,Singulart Artist,4944,39583,44527,319,518,837,10053.94142,0,0,0,0,0,6.45%,1.31%,1.88%,0.00%,€0.00
4493,Nick Schleich,Singulart Artist,4439,30592,35031,643,826,1469,10048,0,0,0,0,0,14.49%,2.70%,4.19%,0.00%,€0.00
28063,Marie Madej,Singulart Artist,1944,13246,15190,319,511,830,10041.43659,0,0,0,0,0,16.41%,3.86%,5.46%,0.00%,€0.00
4255,Susan Freda,Singulart Artist,2660,19281,21941,450,640,1090,10036.59262,0,0,0,0,0,16.92%,3.32%,4.97%,0.00%,€0.00
17053,Ezio Ranaldi,Singulart Artist,7121,77659,84780,853,2499,3352,10032.71238,791,0,0,0,791,11.98%,3.22%,3.95%,7.88%,€0.20
29083,Ronex Ahimbisibwe,Singulart Artist,3692,22673,26365,687,417,1104,10031.34989,0,0,0,0,0,18.61%,1.84%,4.19%,0.00%,€0.00
16849,Osnat Tzadok,Singulart Artist,11847,13803,25650,8303,922,9225,10027.91538,0,0,0,0,0,70.09%,6.68%,35.97%,0.00%,€0.00
9147,Andreas Gleich,Singulart Artist,3360,14738,18098,868,475,1343,10026.8,0,0,0,0,0,25.83%,3.22%,7.42%,0.00%,€0.00
959,Pierre Millotte,Singulart Artist,2763,9080,11843,863,207,1070,10026.5343,0,0,0,0,0,31.23%,2.28%,9.04%,0.00%,€0.00
33736,Anton Polushin,Singulart Artist,3540,31350,34890,368,561,929,10024.09116,0,1910,0,0,"1,910",10.40%,1.79%,2.66%,0.00%,€2.10
14355,Maya Mattes,Singulart Artist,5196,36095,41291,778,881,1659,10010.77573,1360,238,0,0,"1,598",14.97%,2.44%,4.02%,13.59%,€1.00
6289,Dourone,Singulart Artist,13621,9575,23196,2549,273,2822,10010.24807,0,0,0,0,0,18.71%,2.85%,12.17%,0.00%,€0.00
68573,Sébastien ZANELLO,Singulart Artist,1201,11240,12441,143,435,578,10000,0,0,0,0,0,11.91%,3.87%,4.65%,0.00%,€0.00
36320,C215,Singulart Artist,1,76,77,0,0,0,10000,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,
13985,Brian Jerome,Singulart Artist,5493,57977,63470,772,2363,3135,9999.40099,2936.12619,0,0,0,"2,936",14.05%,4.08%,4.94%,29.36%,€0.90
33689,Jonas Leriche,Singulart Artist,793,3600,4393,187,116,303,9994.67,0,0,0,0,0,23.58%,3.22%,6.90%,0.00%,€0.00
13231,Aleks Rosenberg,Singulart Artist,20762,375267,396029,1669,11903,13572,9993.911803,0,2796.9862,0,0,"2,797",8.04%,3.17%,3.43%,0.00%,€0.20
4993,Johan P. Jonsson,Singulart Artist,3799,13452,17251,1084,295,1379,9991.532364,0,0,0,0,0,28.53%,2.19%,7.99%,0.00%,€0.00
21193,Jeffrey Stapleton,Singulart Artist,1705,8938,10643,381,311,692,9977.198482,5281.835,0,0,0,"5,282",22.35%,3.48%,6.50%,52.94%,€7.60
1258,José Luis Cerra Wollstein,Singulart Artist,3659,11674,15333,1245,241,1486,9970.41222,0,0,0,0,0,34.03%,2.06%,9.69%,0.00%,€0.00
33283,Jonas Baumann,Singulart Artist,4014,8236,12250,957,212,1169,9966.39771,0,0,0,0,0,23.84%,2.57%,9.54%,0.00%,€0.00
23595,Irina Greciuhina,Singulart Artist,2240,10674,12914,553,333,886,9960.6,0,0,0,0,0,24.69%,3.12%,6.86%,0.00%,€0.00
5217,Luke Woodford,Singulart Artist,2720,10683,13403,991,391,1382,9947.308346,1943.16192,0,0,0,"1,943",36.43%,3.66%,10.31%,19.54%,€1.40
1077,Kimia Pishdadian,Singulart Artist,5069,9749,14818,2035,356,2391,9946.470788,2580,0,0,0,"2,580",40.15%,3.65%,16.14%,25.94%,€1.10
10153,Marco Stocco,Singulart Artist,6238,45961,52199,1234,1626,2860,9938.62565,0,0,0,0,0,19.78%,3.54%,5.48%,0.00%,€0.00
34373,Daniela Prezioso Einwaller,Singulart Artist,3624,9217,12841,912,432,1344,9932.432,1200,1690,0,0,"2,890",25.17%,4.69%,10.47%,12.08%,€2.20
9645,Stefanie Rogge,Singulart Artist,4707,23730,28437,980,854,1834,9923.62906,0,0,0,0,0,20.82%,3.60%,6.45%,0.00%,€0.00
1979,Lamiel,Singulart Artist,3278,5884,9162,1751,68,1819,9912.0439,0,0,0,0,0,53.42%,1.16%,19.85%,0.00%,€0.00
7661,Anura Srinath,Singulart Artist,3059,12082,15141,797,942,1739,9887.971964,0,0,0,0,0,26.05%,7.80%,11.49%,0.00%,€0.00
2599,Martina Niederhauser-Landtwing,Singulart Artist,3180,16407,19587,854,245,1099,9887.678368,0,0,0,0,0,26.86%,1.49%,5.61%,0.00%,€0.00
1002,Ute Laum,Singulart Artist,5659,11165,16824,1870,303,2173,9878.097824,2030,0,0,0,"2,030",33.05%,2.71%,12.92%,20.55%,€0.90
9553,Chrissy Guest,Singulart Artist,2259,6785,9044,503,163,666,9870.213697,0,0,3457,0,"3,457",22.27%,2.40%,7.36%,35.03%,€5.20
385,Didier Fournet,Singulart Artist,1390,4600,5990,368,103,471,9863.454828,4136.761788,0,0,0,"4,137",26.48%,2.24%,7.86%,41.94%,€8.80
12455,Alejandro Arango,Singulart Artist,11519,15910,27429,5125,616,5741,9862.62588,946.1374,0,0,0,946,44.49%,3.87%,20.93%,9.59%,€0.20
10539,Daria Tekuch,Singulart Artist,3397,13058,16455,352,279,631,9861.5612,0,0,0,0,0,10.36%,2.14%,3.84%,0.00%,€0.00
26353,Lusie Schellenberg,Singulart Artist,7119,59800,66919,857,1870,2727,9858.359769,0,0,0,0,0,12.04%,3.13%,4.08%,0.00%,€0.00
40160,Giorgio de Chirico,Blue Chip Artist,3379,9230,12609,1266,404,1670,9855.44,0,0,0,0,0,37.47%,4.38%,13.25%,0.00%,€0.00
28455,JADIS,Singulart Artist,7912,11621,19533,3822,330,4152,9850,0,0,0,0,0,48.31%,2.84%,21.26%,0.00%,€0.00
59324,Isabelle Jouan,Singulart Artist,2199,9558,11757,441,303,744,9844.1171,0,0,0,0,0,20.06%,3.17%,6.33%,0.00%,€0.00
44379,Isaac Maimon,Blue Chip Artist,1036,3432,4468,306,65,371,9837.072855,0,0,0,0,0,29.54%,1.89%,8.30%,0.00%,€0.00
33645,Aidas Mikelenas,Singulart Artist,1427,8845,10272,247,283,530,9836.7775,0,0,0,0,0,17.31%,3.20%,5.16%,0.00%,€0.00
32265,Larisa Batenkova,Singulart Artist,4101,16296,20397,456,340,796,9833.82708,0,0,0,0,0,11.12%,2.09%,3.90%,0.00%,€0.00
17617,Karin Schäfer,Singulart Artist,3268,27060,30328,385,764,1149,9815.527773,0,0,0,0,0,11.78%,2.82%,3.79%,0.00%,€0.00
35574,Marco Festa,Singulart Artist,2949,8673,11622,788,280,1068,9801.004188,2200,0,0,0,"2,200",26.72%,3.23%,9.19%,22.45%,€2.10
4075,Heinke Böhnert,Singulart Artist,14833,5432,20265,11846,246,12092,9797,4601,0,0,0,"4,601",79.86%,4.53%,59.67%,46.96%,€0.40
2459,Lori Dell,Singulart Artist,2700,14426,17126,833,325,1158,9792.757164,0,0,0,0,0,30.85%,2.25%,6.76%,0.00%,€0.00
18453,Barbara Wijnveld,Singulart Artist,2276,6689,8965,354,170,524,9785.61621,0,0,0,0,0,15.55%,2.54%,5.85%,0.00%,€0.00
20157,Ulea Wesemeyer,Singulart Artist,6737,42189,48926,770,935,1705,9784.46093,4002.53753,1537.82,0,0,"5,540",11.43%,2.22%,3.49%,40.91%,€3.20
2399,Ingrid Knaus,Singulart Artist,6861,76589,83450,1106,1930,3036,9775.552,0,0,0,0,0,16.12%,2.52%,3.64%,0.00%,€0.00
10839,Yaryna Shumska,Singulart Artist,5124,50285,55409,511,1716,2227,9759.744131,0,0,0,0,0,9.97%,3.41%,4.02%,0.00%,€0.00
6271,Miloš Hronec,Singulart Artist,6320,35727,42047,966,747,1713,9749.992839,0,0,0,0,0,15.29%,2.09%,4.07%,0.00%,€0.00
26833,Brigitte Uhrmacher,Singulart Artist,2373,6019,8392,494,160,654,9745.545068,0,0,0,0,0,20.82%,2.66%,7.79%,0.00%,€0.00
1608,Khaled Alkhani,Singulart Artist,4925,16285,21210,1553,434,1987,9742.997608,0,0,0,0,0,31.53%,2.67%,9.37%,0.00%,€0.00
9051,Ed Schaap,Singulart Artist,3500,10552,14052,1327,284,1611,9742.30685,0,950,560,0,"1,510",37.91%,2.69%,11.47%,5.75%,€0.90
77761,Ivan Jovanovic oRSoF,Singulart Artist,661,4466,5127,92,177,269,9738.56,0,0,0,0,0,13.92%,3.96%,5.25%,0.00%,€0.00
34781,Alexandre Moore Rockefeller,Singulart Artist,1829,10314,12143,435,293,728,9728.944,0,0,0,0,0,23.78%,2.84%,6.00%,0.00%,€0.00
6881,Koen De Weerdt,Singulart Artist,2780,10348,13128,688,250,938,9725.699828,0,0,0,0,0,24.75%,2.42%,7.15%,0.00%,€0.00
76616,Toni Bennasar,Singulart Artist,1137,6461,7598,174,237,411,9722.788959,0,3661.182609,0,0,"3,661",15.30%,3.67%,5.41%,0.00%,€8.90
6729,Viet Ha Tran,Singulart Artist,11009,75917,86926,2755,1932,4687,9722.361531,0,0,855.91656,0,856,25.03%,2.55%,5.39%,8.80%,€0.20
27563,Pavel Zhuravlev,Singulart Artist,2067,13827,15894,318,365,683,9709.57164,0,0,0,0,0,15.39%,2.64%,4.30%,0.00%,€0.00
11819,Yves Thomas,Singulart Artist,10035,74925,84960,2189,2580,4769,9702.721764,0,650,0,0,650,21.81%,3.44%,5.61%,0.00%,€0.10
2009,Natalia Rozmus - Esparza,Singulart Artist,4487,38962,43449,411,1072,1483,9701.33251,0,235,0,0,235,9.16%,2.75%,3.41%,0.00%,€0.20
1821,Flavien Demarigny aka Mambo,Singulart Artist,2648,3210,5858,965,88,1053,9690.61302,0,0,9690.61302,0,"9,691",36.44%,2.74%,17.98%,100.00%,€9.20
16341,Mariano Chelo,Singulart Artist,11016,17033,28049,4140,488,4628,9687.692312,0,0,0,0,0,37.58%,2.87%,16.50%,0.00%,€0.00
6003,Karen Clark,Singulart Artist,3818,29469,33287,593,1189,1782,9684.892842,0,0,4245.23851,0,"4,245",15.53%,4.04%,5.35%,43.83%,€2.40
14581,Olga Pérez Alonso,Singulart Artist,5293,35368,40661,785,990,1775,9684.61114,0,0,0,0,0,14.83%,2.80%,4.37%,0.00%,€0.00
67416,Säme,Singulart Artist,1442,9065,10507,196,239,435,9679.302,0,0,0,0,0,13.59%,2.64%,4.14%,0.00%,€0.00
19401,Claire Jombart,Singulart Artist,3062,7947,11009,776,246,1022,9677.679308,0,0,0,0,0,25.34%,3.10%,9.28%,0.00%,€0.00
27589,Mariusz Kaldowski,Singulart Artist,3283,17511,20794,672,604,1276,9676.84339,1550,0,0,0,"1,550",20.47%,3.45%,6.14%,16.02%,€1.20
11309,Ruth Schleeh,Singulart Artist,3829,4861,8690,1143,134,1277,9676.307,0,0,0,0,0,29.85%,2.76%,14.70%,0.00%,€0.00
60009,Jeremi Ca,Singulart Artist,4206,31528,35734,573,1067,1640,9668.278351,1100,0,0,0,"1,100",13.62%,3.38%,4.59%,11.38%,€0.70
5181,Mervyn Tay,Singulart Artist,4442,11750,16192,2502,265,2767,9656.63737,0,0,0,0,0,56.33%,2.26%,17.09%,0.00%,€0.00
36536,Yoshitomo Nara,Grand Artist,18005,52888,70893,5796,2071,7867,9646.439331,1349,370,885.192709,0,"2,604",32.19%,3.92%,11.10%,23.16%,€0.30
30871,Jill Crowley,Singulart Artist,1702,6361,8063,424,157,581,9643.0524,0,0,0,0,0,24.91%,2.47%,7.21%,0.00%,€0.00
8717,Serguei Borodouline,Singulart Artist,16941,209545,226486,1615,2775,4390,9627.33793,456.43028,962.51025,0,0,"1,419",9.53%,1.32%,1.94%,4.74%,€0.30
11295,Jean FONTAN,Singulart Artist,3822,5713,9535,2159,144,2303,9621.17499,0,0,0,0,0,56.49%,2.52%,24.15%,0.00%,€0.00
15523,Mykola Ampilogov,Singulart Artist,5590,19060,24650,1060,413,1473,9606.383445,810,0,0,0,810,18.96%,2.17%,5.98%,8.43%,€0.50
3489,Derek Dickinson,Singulart Artist,3013,7288,10301,710,395,1105,9595.577745,0,0,0,0,0,23.57%,5.42%,10.73%,0.00%,€0.00
1693,Bruno Richard,Singulart Artist,8071,26010,34081,3563,1000,4563,9591.763609,616.000049,354.3894,0,0,970,44.15%,3.85%,13.39%,6.42%,€0.20
4171,Isabelle Amante,Singulart Artist,3739,7199,10938,687,170,857,9586.43223,0,0,0,0,0,18.37%,2.36%,7.84%,0.00%,€0.00
13081,Ruggero Salvatore,Singulart Artist,15807,23772,39579,8348,619,8967,9580.95915,0,2650,0,0,"2,650",52.81%,2.60%,22.66%,0.00%,€0.30
12561,White Shirt Art,Singulart Artist,5587,8867,14454,672,191,863,9576.2638,460,0,0,0,460,12.03%,2.15%,5.97%,4.80%,€0.50
3267,Susan Monk,Singulart Artist,6079,36501,42580,870,953,1823,9574.438782,190,1200,650,0,"2,040",14.31%,2.61%,4.28%,8.77%,€1.10
1178,Perceval Graells,Singulart Artist,4055,7868,11923,1610,164,1774,9566.82515,0,0,0,0,0,39.70%,2.08%,14.88%,0.00%,€0.00
28465,Ken Berman,Singulart Artist,1658,7144,8802,348,128,476,9565.9861,0,0,0,0,0,20.99%,1.79%,5.41%,0.00%,€0.00
7095,Aleix Albareda,Singulart Artist,16009,92858,108867,6238,1888,8126,9565.3322,0,0,0,0,0,38.97%,2.03%,7.46%,0.00%,€0.00
18155,Jon Sola,Singulart Artist,3320,10591,13911,1374,180,1554,9563.21365,0,0,0,0,0,41.39%,1.70%,11.17%,0.00%,€0.00
31129,Agnese Kurzemniece,Singulart Artist,3086,22090,25176,551,318,869,9557.10206,0,0,0,0,0,17.86%,1.44%,3.45%,0.00%,€0.00
28253,Leanne Hughes,Singulart Artist,3944,14168,18112,540,281,821,9547.500064,0,0,0,0,0,13.69%,1.98%,4.53%,0.00%,€0.00
17673,Tatiana Lebedev,Singulart Artist,3355,20450,23805,718,516,1234,9544.383744,0,0,0,0,0,21.40%,2.52%,5.18%,0.00%,€0.00
29079,Derrick Breidenthal,Singulart Artist,1698,5716,7414,317,131,448,9542.09496,1196.89296,0,0,0,"1,197",18.67%,2.29%,6.04%,12.54%,€2.70
33201,Einat Lev Ari,Singulart Artist,3456,25807,29263,302,766,1068,9541.8198,0,0,0,0,0,8.74%,2.97%,3.65%,0.00%,€0.00
5415,Daniela Vasileva,Singulart Artist,11178,166817,177995,1398,5222,6620,9536.618444,0,0,0,0,0,12.51%,3.13%,3.72%,0.00%,€0.00
59366,Gilles Pierre,Singulart Artist,4277,34966,39243,587,1080,1667,9532.605556,0,0,0,0,0,13.73%,3.09%,4.25%,0.00%,€0.00
36526,Tracey Emin,Grand Artist,15561,87424,102985,4373,2734,7107,9532.587309,910,0,0,0,910,28.10%,3.13%,6.90%,9.55%,€0.10
24163,Laurent Navarre,Singulart Artist,3467,8104,11571,1517,200,1717,9522.12,0,0,0,0,0,43.76%,2.47%,14.84%,0.00%,€0.00
6027,R.K. Polak,Singulart Artist,12054,5661,17715,8773,266,9039,9522.01566,0,0,0,0,0,72.78%,4.70%,51.03%,0.00%,€0.00
