artist_id,artist_name,artist_type,Artist Quadrant,years online,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session,Predictive formula,Delta
259,Niki Hare,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.8,"128,816","397,212","526,028","23,496","6,937","30,433","€1,119,926","€94,587","€10,570","€14,805","€3,953","€123,915",18.240%,1.746%,5.785%,9.768%,€4.1,"€2,586.6","-€121,327.9"
2493,Peter Nottrott,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.7,"242,922","742,770","985,692","36,129","13,532","49,661","€1,074,560","€65,668","€6,685","€3,983","€3,269","€79,605",14.873%,1.822%,5.038%,6.482%,€1.6,"€2,252.5","-€77,352.3"
4545,Wojtek Babski,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"84,966","341,092","426,058","14,407","10,581","24,988","€959,635","€56,435","€2,178","€17,337",€0,"€75,950",16.956%,3.102%,5.865%,7.688%,€3.0,"€2,622.2","-€73,328.2"
2099,Ta Byrne,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.8,"127,274","401,414","528,688","18,904","9,305","28,209","€924,692","€48,417","€13,031","€11,680",€0,"€73,128",14.853%,2.318%,5.336%,6.499%,€2.6,"€2,385.5","-€70,742.8"
11651,Angie Wright,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.3,"92,906","399,723","492,629","13,933","7,252","21,185","€911,682","€30,552","€11,791","€5,674",€0,"€48,018",14.997%,1.814%,4.300%,3.974%,€2.3,"€1,922.7","-€46,095.0"
4475,Ashvin Harrison,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",3.9,"120,586","223,935","344,521","23,381","5,805","29,186","€862,127","€58,198","€13,063","€7,671",€0,"€78,933",19.39%,2.59%,8.47%,7.64%,€2.7,"€1,641.1","-€77,291.5"
7037,Maria Moretti,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.8,"93,234","437,692","530,926","20,209","10,582","30,791","€812,850","€23,610","€5,476","€3,590",€0,"€32,676",21.676%,2.418%,5.799%,3.346%,€1.1,"€2,592.9","-€30,082.7"
14061,Luc Villard,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.2,"99,143","530,542","629,685","18,662","11,686","30,348","€792,514","€46,438","€15,506","€7,246",€0,"€69,190",18.823%,2.203%,4.820%,6.774%,€2.3,"€2,154.8","-€67,035.2"
63,Olivier Messas,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.8,"153,116","841,242","994,358","20,937","16,214","37,151","€747,402","€43,658","€6,846","€3,914",€0,"€54,418",13.674%,1.927%,3.736%,6.365%,€1.5,"€1,670.4","-€52,747.2"
12155,Natalia Nosek (NATXA),Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.3,"92,593","336,535","429,128","12,298","5,324","17,622","€722,193","€34,574","€4,980","€4,740","€1,442","€45,736",13.282%,1.582%,4.106%,5.444%,€2.6,"€1,836.0","-€43,899.7"
1973,Kristin Kossi,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.8,"187,117","326,356","513,473","28,399","14,785","43,184","€714,222","€63,649","€9,446","€4,557",€0,"€77,652",15.18%,4.53%,8.41%,9.55%,€1.8,"€1,629.2","-€76,022.9"
1514,Bernard Simunovic,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.1,"69,146","212,374","281,520","10,103","5,347","15,450","€659,437","€45,735","€19,996","€6,495",€0,"€72,225",14.611%,2.518%,5.488%,7.920%,€4.7,"€2,453.7","-€69,771.6"
86,Vincent Bardou,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",8.8,"99,529","385,935","485,464","16,861","28,219","45,080","€647,406","€27,253","€5,136","€17,140","€4,600","€54,129",16.94%,7.31%,9.29%,6.86%,€1.2,"€1,798.9","-€52,330.4"
7963,Inez Froehlich,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.6,"58,240","230,736","288,976","11,739","4,365","16,104","€593,078","€47,166","€1,730","€6,025",€0,"€54,921",20.156%,1.892%,5.573%,8.969%,€3.4,"€2,491.6","-€52,429.8"
9315,Marie Manon Corbeil,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.5,"66,355","291,536","357,891","9,828","5,074","14,902","€573,793","€26,741","€6,341","€5,884",€0,"€38,966",14.811%,1.740%,4.164%,5.686%,€2.6,"€1,861.6","-€37,104.3"
1579,Alessandro Siviglia,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",8.1,"91,666","289,932","381,598","20,477","7,933","28,410","€518,406","€29,484","€4,403","€7,900",€0,"€41,788",22.34%,2.74%,7.45%,7.21%,€1.5,"€1,442.2","-€40,345.3"
1298,Fintan Whelan,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.3,"72,390","204,753","277,143","12,090","3,266","15,356","€500,423","€16,890","€1,593","€11,432","€2,465","€32,380",16.701%,1.595%,5.541%,5.660%,€2.1,"€2,477.3","-€29,902.5"
4477,Rie Kono,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.3,"151,749","231,683","383,432","20,517","4,192","24,709","€479,854","€16,015","€20,350","€2,767",€0,"€39,132",13.52%,1.81%,6.44%,3.91%,€1.6,"€1,248.3","-€37,883.3"
15847,Elisa Boughner,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.2,"64,652","385,153","449,805","11,755","8,557","20,312","€474,758","€10,908","€5,542",€990,€0,"€17,440",18.182%,2.222%,4.516%,2.506%,€0.9,"€2,019.0","-€15,421.4"
3167,Sniege,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.6,"48,399","175,654","224,053","9,719","3,093","12,812","€452,579","€51,948","€2,366","€10,991",€408,"€65,714",20.081%,1.761%,5.718%,13.907%,€5.1,"€2,556.6","-€63,157.2"
36501,Pablo Picasso,Grand Artist,"Supply-Driven (High Pull, High Entry BV)",2.4,"220,325","460,030","680,355","43,057","25,068","68,125","€450,529","€13,209","€9,418","€1,911",€0,"€24,538",19.54%,5.45%,10.01%,3.36%,€0.4,"€1,939.7","-€22,597.9"
3143,Pol Ledent,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.6,"205,076","969,242","1,174,318","36,530","24,449","60,979","€444,040","€42,664","€4,176","€26,838",€0,"€73,678",17.813%,2.522%,5.193%,15.652%,€1.2,"€2,321.6","-€71,356.6"
27745,Nikolaos Schizas,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"33,469","152,211","185,680","8,723","3,836","12,559","€434,351","€27,225","€7,810","€13,452",€0,"€48,486",26.06%,2.52%,6.76%,9.36%,€3.9,"€1,310.3","-€47,176.1"
707,Joan Llaverias,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",8.5,"81,815","339,180","420,995","17,995","8,208","26,203","€433,959","€22,425","€3,484","€5,648",€0,"€31,556",21.99%,2.42%,6.22%,6.47%,€1.2,"€1,205.7","-€30,350.5"
15999,Marta Zawadzka,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.1,"54,830","224,418","279,248","12,454","5,288","17,742","€410,689","€24,775","€6,005","€4,489",€0,"€35,269",22.71%,2.36%,6.35%,7.13%,€2.0,"€1,230.8","-€34,038.2"
8217,Iryna Kastsova,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.6,"63,387","655,217","718,604","9,592","14,467","24,059","€396,175","€20,020","€5,188","€2,667",€0,"€27,875",15.132%,2.208%,3.348%,5.727%,€1.2,"€1,496.9","-€26,378.3"
5715,Mercedes Lagunas,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.9,"60,481","246,271","306,752","14,099","6,904","21,003","€395,394","€12,772","€1,788","€8,069",€636,"€23,265",23.31%,2.80%,6.85%,5.27%,€1.1,"€1,326.4","-€21,939.1"
5531,Robert Tillberg,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.0,"61,201","294,793","355,994","8,458","4,735","13,193","€395,070","€14,724","€4,271","€2,653",€0,"€21,648",13.820%,1.606%,3.706%,4.398%,€1.6,"€1,656.9","-€19,991.1"
59,Hugo Pondz,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",8.8,"57,934","172,508","230,442","22,686","3,545","26,231","€383,234","€48,742","€7,285","€31,440",€0,"€87,467",39.16%,2.05%,11.38%,20.92%,€3.3,"€2,205.1","-€85,262.0"
6373,Dmitry Spiros,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.8,"45,199","266,831","312,030","10,935","9,297","20,232","€381,224","€19,439","€2,394","€1,870",€0,"€23,702",24.19%,3.48%,6.48%,5.59%,€1.2,"€1,256.1","-€22,446.4"
2257,Matthias Lupri,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.8,"38,399","161,354","199,753","4,882","3,583","8,465","€360,170","€25,522","€7,193","€5,368",€0,"€38,083",12.714%,2.221%,4.238%,8.577%,€4.5,"€1,894.7","-€36,188.6"
7045,Diana Malivani,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.8,"48,648","357,401","406,049","7,170","10,639","17,809","€350,044","€10,006","€11,010","€9,303",€0,"€30,319",14.739%,2.977%,4.386%,5.516%,€1.7,"€1,960.9","-€28,358.5"
2259,Karin Vermeer,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.7,"63,502","194,079","257,581","14,096","6,988","21,084","€346,502","€31,113","€2,417","€9,131",€0,"€42,660",22.20%,3.60%,8.19%,11.61%,€2.0,"€1,585.7","-€41,074.8"
1919,Koen Lybaert,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.9,"51,137","360,253","411,390","11,564","7,847","19,411","€343,617","€7,813","€7,392",€0,€0,"€15,205",22.614%,2.178%,4.718%,2.274%,€0.8,"€2,109.6","-€13,095.2"
20053,Quan Le,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.9,"40,138","172,494","212,632","7,058","5,684","12,742","€334,281","€15,865","€6,159","€6,241",€0,"€28,265",17.584%,3.295%,5.993%,6.613%,€2.2,"€2,679.2","-€25,586.2"
522,Francesco D'Adamo,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.7,"54,236","249,235","303,471","10,874","6,044","16,918","€333,275","€4,762","€3,486","€10,202",€0,"€18,450",20.049%,2.425%,5.575%,4.490%,€1.1,"€2,492.5","-€15,957.7"
1303,Olga Novokhatska,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.3,"64,339","178,051","242,390","11,403","2,965","14,368","€332,761","€23,872",€0,"€5,026",€0,"€28,898",17.723%,1.665%,5.928%,8.684%,€2.0,"€2,650.2","-€26,247.6"
3197,Javier Torices,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.6,"74,829","137,643","212,472","29,670","2,196","31,866","€328,850","€20,760",€0,"€4,351",€0,"€25,111",39.65%,1.60%,15.00%,7.64%,€0.8,"€2,905.3","-€22,205.6"
4049,Oleg Riabchuk,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"53,679","261,560","315,239","8,146","4,371","12,517","€322,162","€12,100","€3,738","€1,159",€0,"€16,997",15.175%,1.671%,3.971%,4.116%,€1.4,"€1,775.3","-€15,221.4"
13991,Harry Holland,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.3,"59,012","145,042","204,054","21,184","4,099","25,283","€322,100","€4,055",€0,"€13,953",€870,"€18,878",35.90%,2.83%,12.39%,5.59%,€0.7,"€2,400.2","-€16,477.9"
3567,Eka Peradze,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.9,"67,332","585,891","653,223","15,192","12,087","27,279","€304,995","€43,936","€13,353","€7,367",€0,"€64,656",22.563%,2.063%,4.176%,16.821%,€2.4,"€1,867.1","-€62,789.3"
14855,Benoît Havard,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",3.8,"43,808","91,798","135,606","14,563","1,995","16,558","€286,125","€28,843","€2,474","€4,464",€0,"€35,782",33.24%,2.17%,12.21%,11.64%,€2.2,"€2,365.4","-€33,416.2"
8903,Carlos Pun,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.5,"42,632","304,218","346,850","6,788","26,459","33,247","€280,033","€17,250",€0,"€1,368",€0,"€18,618",15.92%,8.70%,9.59%,6.65%,€0.6,"€1,856.9","-€16,761.0"
10221,Gardani,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.4,"33,349","334,432","367,781","5,323","12,841","18,164","€275,766","€6,985","€3,387","€12,045",€0,"€22,417",15.961%,3.840%,4.939%,6.901%,€1.2,"€2,208.1","-€20,208.9"
13921,Marie Rouach,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.3,"26,108","126,314","152,422","4,610","2,875","7,485","€271,123","€13,316","€8,196","€11,047","€2,341","€34,901",17.657%,2.276%,4.911%,8.986%,€4.7,"€2,195.6","-€32,705.4"
3605,Robert Süess,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.5,"55,508","246,621","302,129","17,126","6,742","23,868","€269,959","€9,391","€8,080","€5,470",€0,"€22,941",30.85%,2.73%,7.90%,5.50%,€1.0,"€1,530.4","-€21,410.7"
36531,Damien Hirst,Grand Artist,"BV but no pull (Low Pull, High Entry BV)",2.4,"33,383","207,157","240,540","5,403","6,000","11,403","€267,872","€17,238","€30,595","€52,400",€0,"€100,234",16.185%,2.896%,4.741%,25.997%,€8.8,"€2,119.5","-€98,114.7"
36504,Salvador Dalí,Grand Artist,"Supply-Driven (High Pull, High Entry BV)",2.4,"196,989","638,804","835,793","22,195","47,784","69,979","€260,676","€2,517","€9,819","€24,579",€0,"€36,915",11.27%,7.48%,8.37%,10.39%,€0.5,"€1,621.9","-€35,293.5"
35177,Brigitte Dravet,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.0,"23,466","130,007","153,473","3,578","2,437","6,015","€252,539","€7,789","€7,765","€10,406",€0,"€25,960",15.248%,1.875%,3.919%,7.205%,€4.3,"€1,752.3","-€24,207.9"
8747,Robert Mann,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.7,"25,457","55,231","80,688","6,511","1,339","7,850","€249,374","€6,272",€0,"€11,310",€503,"€18,084",25.58%,2.42%,9.73%,7.05%,€2.3,"€1,884.6","-€16,199.7"
1336,Danny Frede,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.2,"25,227","109,701","134,928","5,124","2,191","7,315","€246,779","€12,854",€450,"€3,612","€2,107","€19,023",20.312%,1.997%,5.421%,6.672%,€2.6,"€2,423.9","-€16,599.5"
4195,Marc Todd,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"45,369","184,238","229,607","8,587","3,712","12,299","€244,121","€12,948",€840,"€1,185",€0,"€14,973",18.927%,2.015%,5.357%,5.789%,€1.2,"€2,394.9","-€12,577.9"
9831,MICHEL SAINT-LUC,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.5,"25,502","106,798","132,300","4,803","2,066","6,869","€240,537","€14,903","€4,738","€1,738",€0,"€21,379",18.834%,1.934%,5.192%,6.918%,€3.1,"€2,321.3","-€19,058.2"
2653,Arno Bruse,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.6,"32,578","127,052","159,630","5,406","5,032","10,438","€235,883","€27,454","€2,109","€5,880",€0,"€35,442",16.59%,3.96%,6.54%,14.13%,€3.4,"€1,266.7","-€34,175.5"
3897,Antoni Dragan,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"26,963","200,224","227,187","4,090","7,202","11,292","€234,573","€2,665","€2,940","€4,913",€0,"€10,518",15.169%,3.597%,4.970%,3.231%,€0.9,"€2,222.2","-€8,295.6"
7117,Nana Artamonova,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.8,"32,063","99,559","131,622","5,404","3,241","8,645","€233,255","€32,611","€1,230","€6,935",€0,"€40,776",16.85%,3.26%,6.57%,16.95%,€4.7,"€1,272.3","-€39,503.5"
12975,Reneta Isin,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.3,"36,109","165,641","201,750","3,145","4,415","7,560","€231,975","€15,000",€0,€0,€0,"€15,000",8.710%,2.665%,3.747%,6.466%,€2.0,"€1,675.4","-€13,324.6"
19749,Atom Hovhanesyan,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.5,"13,738","75,760","89,498","2,583","1,534","4,117","€231,607",€0,€0,€0,€0,€0,18.802%,2.025%,4.600%,0.000%,€0.0,€0.0,€0.0
3969,Marcos Zrihen,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"36,695","251,153","287,848","5,584","5,138","10,722","€229,531","€11,600","€2,492","€3,831",€300,"€18,223",15.217%,2.046%,3.725%,6.723%,€1.7,"€1,665.4","-€16,557.8"
9049,Vé Boisvert,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.9,"21,354","56,557","77,911","5,468","1,019","6,487","€229,529","€10,837","€1,264","€4,305",€0,"€16,406",25.61%,1.80%,8.33%,6.60%,€2.5,"€1,612.9","-€14,793.0"
4953,Emil Aziz,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.2,"44,799","150,941","195,740","7,016","3,691","10,707","€223,823","€26,517",€0,€0,€0,"€26,517",15.661%,2.445%,5.470%,11.847%,€2.5,"€2,445.6","-€24,071.1"
1221,Casey McKee,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.3,"38,115","61,539","99,654","4,208","1,119","5,327","€222,839","€6,776","€2,595",€0,€0,"€9,371",11.040%,1.818%,5.345%,3.041%,€1.8,"€2,389.9","-€6,981.0"
4807,Tatiana Yabloed,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.2,"36,867","195,054","231,921","6,341","5,779","12,120","€222,381","€15,907",€0,"€12,486",€0,"€28,393",17.200%,2.963%,5.226%,12.768%,€2.3,"€2,336.5","-€26,056.3"
7079,Yossi Kotler,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"43,397","225,827","269,224","14,816","6,004","20,820","€222,178",€0,"€2,800","€2,460","€5,880","€11,140",34.14%,2.66%,7.73%,1.11%,€0.5,"€1,498.1","-€9,641.9"
26567,Trong Thuong Tran,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.3,"21,220","151,509","172,729","3,008","3,072","6,080","€219,753","€13,251","€2,100",€0,"€1,200","€16,551",14.175%,2.028%,3.520%,6.030%,€2.7,"€1,573.8","-€14,977.5"
4273,Vadim Dolgov,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"20,484","97,447","117,931","4,460","2,340","6,800","€215,718","€19,122","€4,490","€2,524",€0,"€26,136",21.773%,2.401%,5.766%,10.034%,€3.8,"€2,578.0","-€23,558.0"
2627,Carlos Martin,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.8,"98,197","210,427","308,624","40,825","5,743","46,568","€211,496","€22,961","€2,202",€950,€0,"€26,113",41.57%,2.73%,15.09%,11.31%,€0.6,"€2,923.0","-€23,190.3"
272,Nestor Toro,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.7,"46,038","372,290","418,328","8,378","9,064","17,442","€211,230","€13,290",€675,"€8,933",€0,"€22,897",18.198%,2.435%,4.169%,10.520%,€1.3,"€1,864.1","-€21,033.2"
3141,Peter Vahlefeld,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.6,"35,318","148,983","184,301","7,177","3,476","10,653","€211,066","€3,230",€0,€0,€0,"€3,230",20.321%,2.333%,5.780%,1.530%,€0.3,"€2,584.3",-€645.6
15601,Martina Hamrik,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.2,"19,995","41,659","61,654","7,371","1,226","8,597","€210,262","€23,575",€0,"€9,268",€0,"€32,844",36.86%,2.94%,13.94%,15.62%,€3.8,"€2,701.2","-€30,142.3"
5023,Federico Pinto Schmid,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.2,"26,585","128,831","155,416","6,048","3,043","9,091","€208,609",€0,€0,€0,€0,€0,22.750%,2.362%,5.849%,0.000%,€0.0,€0.0,€0.0
14105,Bozhena Fuchs,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.2,"25,344","131,594","156,938","9,147","6,205","15,352","€207,785","€5,730","€1,200","€5,911","€1,455","€14,296",36.09%,4.72%,9.78%,5.60%,€0.9,"€1,895.0","-€12,401.1"
10801,Eugen Dick,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.3,"17,778","55,873","73,651","5,520","1,872","7,392","€204,230","€12,923","€1,200","€3,430",€0,"€17,553",31.05%,3.35%,10.04%,8.01%,€2.4,"€1,944.2","-€15,608.4"
5377,Edelgard Schroer,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.1,"28,653","189,692","218,345","4,102","3,857","7,959","€200,384","€9,786",€0,"€4,020",€0,"€13,806",14.316%,2.033%,3.645%,6.890%,€1.7,"€1,629.7","-€12,176.3"
1717,Oleksii Gnievyshev,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.9,"35,893","134,631","170,524","5,238","6,567","11,805","€197,991",€0,€0,€0,"€4,123","€4,123",14.59%,4.88%,6.92%,0.00%,€0.3,"€1,341.1","-€2,781.9"
12805,Ludovic Mercher,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.8,"17,303","41,329","58,632","2,355",525,"2,880","€197,673","€2,798",€0,€0,€0,"€2,798",13.610%,1.270%,4.912%,1.415%,€1.0,"€2,196.1",-€601.7
18369,Axelle Bosler,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.0,"49,738","315,432","365,170","5,938","7,937","13,875","€197,356","€10,185","€2,634",€0,€0,"€12,819",11.939%,2.516%,3.800%,5.161%,€0.9,"€1,698.8","-€11,120.1"
6865,Holger Mühlbauer-Gardemin,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.8,"36,432","390,555","426,987","4,707","16,772","21,479","€196,688","€41,604","€6,449","€9,103",€0,"€57,156",12.920%,4.294%,5.030%,25.781%,€2.7,"€2,249.0","-€54,906.9"
4485,Marie-Thérèse Tsalapatanis,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.7,"7,929","38,176","46,105",972,"1,742","2,714","€193,993",€0,€0,€0,€0,€0,12.259%,4.563%,5.887%,0.000%,€0.0,€0.0,€0.0
168,François Pagé,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",8.8,"45,469","418,087","463,556","7,096","9,887","16,983","€193,040","€5,270",€0,"€7,450",€0,"€12,721",15.606%,2.365%,3.664%,6.590%,€0.7,"€1,638.0","-€11,082.6"
1272,Laurent Dorchin,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.5,"62,233","110,182","172,415","8,972","2,031","11,003","€191,114","€9,555",€0,"€2,946",€0,"€12,502",14.42%,1.84%,6.38%,6.54%,€1.1,"€1,236.2","-€11,265.3"
1546,Katherine Evans,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.9,"18,797","67,531","86,328","4,085","1,286","5,371","€190,728","€3,168",€0,"€3,714",€0,"€6,882",21.73%,1.90%,6.22%,3.61%,€1.3,"€1,205.2","-€5,676.6"
6011,Ivan Didovodiuk,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.8,"28,088","165,440","193,528","3,599","2,501","6,100","€189,160","€6,578",€342,"€3,573",€0,"€10,492",12.813%,1.512%,3.152%,5.366%,€1.7,"€1,409.2","-€9,083.1"
7701,Tadaomi Kawasaki,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.7,"20,630","76,495","97,125","5,407","2,997","8,404","€188,884","€12,321","€2,620",€0,€0,"€14,940",26.21%,3.92%,8.65%,6.52%,€1.8,"€1,676.2","-€13,263.9"
2095,Gabriela Lavezzari,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.8,"19,952","77,356","97,308","3,456","1,837","5,293","€188,141","€13,690","€2,579",€0,€0,"€16,269",17.322%,2.375%,5.439%,7.276%,€3.1,"€2,431.9","-€13,837.3"
26417,Kenneth Halvorsen,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.5,"9,483","67,341","76,824","1,529","1,357","2,886","€186,440",€0,€0,€0,€0,€0,16.124%,2.015%,3.757%,0.000%,€0.0,€0.0,€0.0
6305,Dimitri Likissas,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.3,"50,893","155,127","206,020","6,391","5,806","12,197","€186,124","€26,640",€0,"€4,910",€0,"€31,550",12.558%,3.743%,5.920%,16.951%,€2.6,"€2,646.9","-€28,903.1"
731,Patrick Cornée,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",8.5,"38,974","148,955","187,929","6,377","9,981","16,358","€183,175","€8,057","€2,485","€6,391",€0,"€16,934",16.36%,6.70%,8.70%,7.89%,€1.0,"€1,686.2","-€15,247.4"
19381,Mikhail Baranovskiy,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.0,"24,147","105,312","129,459","3,443","3,005","6,448","€178,173","€9,855",€0,"€1,700",€0,"€11,555",14.259%,2.853%,4.981%,6.485%,€1.8,"€2,226.9","-€9,328.1"
3657,Kunstatelier Sonja Blaess GmbH,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.3,"20,997","100,836","121,833","3,273","1,259","4,532","€178,002","€3,129","€4,300","€15,131",€0,"€22,560",15.588%,1.249%,3.720%,10.258%,€5.0,"€1,663.1","-€20,897.2"
6047,Anna Sidi-Yacoub,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.8,"12,503","69,717","82,220","3,112","1,960","5,072","€176,585","€16,412",€850,€600,€0,"€17,862",24.89%,2.81%,6.17%,9.63%,€3.5,"€1,195.0","-€16,666.6"
36514,Banksy,Grand Artist,"Supply-Driven (High Pull, High Entry BV)",2.4,"99,133","137,067","236,200","22,345","6,105","28,450","€175,948","€9,788",€0,"€1,640",€0,"€11,428",22.54%,4.45%,12.04%,6.50%,€0.4,"€2,333.3","-€9,094.7"
5801,Tomoya Nakano,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.9,"26,460","255,059","281,519","4,090","8,043","12,133","€173,502","€4,186",€0,"€5,493",€0,"€9,678",15.457%,3.153%,4.310%,5.578%,€0.8,"€1,926.9","-€7,751.2"
12207,Juan José Garay,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.3,"21,589","153,833","175,422","4,316","4,675","8,991","€172,659",€0,€0,€0,€0,€0,19.992%,3.039%,5.125%,0.000%,€0.0,€0.0,€0.0
2303,Sophie Duplain,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.8,"26,052","165,138","191,190","5,238","4,118","9,356","€172,433","€7,417","€1,134","€1,357",€0,"€9,908",20.106%,2.494%,4.894%,5.088%,€1.1,"€2,187.9","-€7,720.1"
